Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701008 Alcorcón sección 01008;Renta neta media por persona;2023;11.750
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701010 Alcorcón sección 01010;Renta neta media por persona;2023;10.971
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701011 Alcorcón sección 01011;Renta neta media por persona;2023;10.456
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701012 Alcorcón sección 01012;Renta neta media por persona;2023;11.504
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701013 Alcorcón sección 01013;Renta neta media por persona;2023;10.810
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701014 Alcorcón sección 01014;Renta neta media por persona;2023;13.155
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701015 Alcorcón sección 01015;Renta neta media por persona;2023;20.035
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701016 Alcorcón sección 01016;Renta neta media por persona;2023;15.295
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701017 Alcorcón sección 01017;Renta neta media por persona;2023;21.957
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701018 Alcorcón sección 01018;Renta neta media por persona;2023;23.427
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701019 Alcorcón sección 01019;Renta neta media por persona;2023;18.069
28007 Alcorcón;2800701 Alcorcón distrito 01;2800701020 Alcorcón sección 01020;Renta neta media por persona;2023;18.488
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702001 Alcorcón sección 02001;Renta neta media por persona;2023;16.697
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702002 Alcorcón sección 02002;Renta neta media por persona;2023;17.702
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702003 Alcorcón sección 02003;Renta neta media por persona;2023;16.930
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702004 Alcorcón sección 02004;Renta neta media por persona;2023;18.713
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702005 Alcorcón sección 02005;Renta neta media por persona;2023;16.809
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702006 Alcorcón sección 02006;Renta neta media por persona;2023;18.518
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702007 Alcorcón sección 02007;Renta neta media por persona;2023;18.183
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702008 Alcorcón sección 02008;Renta neta media por persona;2023;18.580
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702009 Alcorcón sección 02009;Renta neta media por persona;2023;16.612
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702010 Alcorcón sección 02010;Renta neta media por persona;2023;15.655
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702011 Alcorcón sección 02011;Renta neta media por persona;2023;14.456
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702012 Alcorcón sección 02012;Renta neta media por persona;2023;13.282
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702013 Alcorcón sección 02013;Renta neta media por persona;2023;14.197
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702014 Alcorcón sección 02014;Renta neta media por persona;2023;14.534
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702015 Alcorcón sección 02015;Renta neta media por persona;2023;16.794
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702016 Alcorcón sección 02016;Renta neta media por persona;2023;17.015
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702017 Alcorcón sección 02017;Renta neta media por persona;2023;16.291
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702019 Alcorcón sección 02019;Renta neta media por persona;2023;17.946
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702020 Alcorcón sección 02020;Renta neta media por persona;2023;19.029
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702021 Alcorcón sección 02021;Renta neta media por persona;2023;19.302
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702022 Alcorcón sección 02022;Renta neta media por persona;2023;13.542
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702023 Alcorcón sección 02023;Renta neta media por persona;2023;16.666
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702024 Alcorcón sección 02024;Renta neta media por persona;2023;16.948
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702025 Alcorcón sección 02025;Renta neta media por persona;2023;17.405
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702026 Alcorcón sección 02026;Renta neta media por persona;2023;""
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702027 Alcorcón sección 02027;Renta neta media por persona;2023;17.225
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702028 Alcorcón sección 02028;Renta neta media por persona;2023;15.636
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702029 Alcorcón sección 02029;Renta neta media por persona;2023;13.837
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702030 Alcorcón sección 02030;Renta neta media por persona;2023;21.457
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702031 Alcorcón sección 02031;Renta neta media por persona;2023;17.063
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702032 Alcorcón sección 02032;Renta neta media por persona;2023;20.656
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702033 Alcorcón sección 02033;Renta neta media por persona;2023;13.765
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702034 Alcorcón sección 02034;Renta neta media por persona;2023;18.710
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702035 Alcorcón sección 02035;Renta neta media por persona;2023;19.859
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702036 Alcorcón sección 02036;Renta neta media por persona;2023;18.626
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702037 Alcorcón sección 02037;Renta neta media por persona;2023;22.173
28007 Alcorcón;2800702 Alcorcón distrito 02;2800702038 Alcorcón sección 02038;Renta neta media por persona;2023;21.633
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703001 Alcorcón sección 03001;Renta neta media por persona;2023;14.010
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703002 Alcorcón sección 03002;Renta neta media por persona;2023;12.002
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703003 Alcorcón sección 03003;Renta neta media por persona;2023;12.805
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703004 Alcorcón sección 03004;Renta neta media por persona;2023;12.769
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703005 Alcorcón sección 03005;Renta neta media por persona;2023;14.043
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703006 Alcorcón sección 03006;Renta neta media por persona;2023;11.083
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703007 Alcorcón sección 03007;Renta neta media por persona;2023;11.741
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703008 Alcorcón sección 03008;Renta neta media por persona;2023;10.338
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703009 Alcorcón sección 03009;Renta neta media por persona;2023;14.794
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703010 Alcorcón sección 03010;Renta neta media por persona;2023;11.185
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703011 Alcorcón sección 03011;Renta neta media por persona;2023;14.966
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703012 Alcorcón sección 03012;Renta neta media por persona;2023;16.291
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703013 Alcorcón sección 03013;Renta neta media por persona;2023;15.716
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703014 Alcorcón sección 03014;Renta neta media por persona;2023;16.434
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703015 Alcorcón sección 03015;Renta neta media por persona;2023;18.300
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703016 Alcorcón sección 03016;Renta neta media por persona;2023;15.638
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703017 Alcorcón sección 03017;Renta neta media por persona;2023;14.645
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703018 Alcorcón sección 03018;Renta neta media por persona;2023;14.555
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703019 Alcorcón sección 03019;Renta neta media por persona;2023;15.041
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703020 Alcorcón sección 03020;Renta neta media por persona;2023;16.221
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703021 Alcorcón sección 03021;Renta neta media por persona;2023;15.989
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703022 Alcorcón sección 03022;Renta neta media por persona;2023;17.390
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703023 Alcorcón sección 03023;Renta neta media por persona;2023;14.208
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703024 Alcorcón sección 03024;Renta neta media por persona;2023;16.041
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703025 Alcorcón sección 03025;Renta neta media por persona;2023;14.030
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703026 Alcorcón sección 03026;Renta neta media por persona;2023;12.722
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703027 Alcorcón sección 03027;Renta neta media por persona;2023;14.588
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703028 Alcorcón sección 03028;Renta neta media por persona;2023;""
28007 Alcorcón;2800703 Alcorcón distrito 03;2800703029 Alcorcón sección 03029;Renta neta media por persona;2023;12.196
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704001 Alcorcón sección 04001;Renta neta media por persona;2023;9.721
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704002 Alcorcón sección 04002;Renta neta media por persona;2023;9.734
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704003 Alcorcón sección 04003;Renta neta media por persona;2023;9.696
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704004 Alcorcón sección 04004;Renta neta media por persona;2023;10.052
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704005 Alcorcón sección 04005;Renta neta media por persona;2023;10.281
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704006 Alcorcón sección 04006;Renta neta media por persona;2023;13.620
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704007 Alcorcón sección 04007;Renta neta media por persona;2023;15.356
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704008 Alcorcón sección 04008;Renta neta media por persona;2023;14.882
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704009 Alcorcón sección 04009;Renta neta media por persona;2023;11.030
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704010 Alcorcón sección 04010;Renta neta media por persona;2023;10.305
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704011 Alcorcón sección 04011;Renta neta media por persona;2023;10.791
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704012 Alcorcón sección 04012;Renta neta media por persona;2023;12.264
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704013 Alcorcón sección 04013;Renta neta media por persona;2023;10.778
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704014 Alcorcón sección 04014;Renta neta media por persona;2023;11.264
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704015 Alcorcón sección 04015;Renta neta media por persona;2023;14.998
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704016 Alcorcón sección 04016;Renta neta media por persona;2023;14.103
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704017 Alcorcón sección 04017;Renta neta media por persona;2023;11.351
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704018 Alcorcón sección 04018;Renta neta media por persona;2023;15.652
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704019 Alcorcón sección 04019;Renta neta media por persona;2023;14.630
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704020 Alcorcón sección 04020;Renta neta media por persona;2023;15.509
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704021 Alcorcón sección 04021;Renta neta media por persona;2023;11.875
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704022 Alcorcón sección 04022;Renta neta media por persona;2023;13.909
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704023 Alcorcón sección 04023;Renta neta media por persona;2023;20.890
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704024 Alcorcón sección 04024;Renta neta media por persona;2023;20.035
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704025 Alcorcón sección 04025;Renta neta media por persona;2023;17.338
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704026 Alcorcón sección 04026;Renta neta media por persona;2023;17.881
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704027 Alcorcón sección 04027;Renta neta media por persona;2023;16.695
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704028 Alcorcón sección 04028;Renta neta media por persona;2023;20.213
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704029 Alcorcón sección 04029;Renta neta media por persona;2023;23.160
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704030 Alcorcón sección 04030;Renta neta media por persona;2023;15.036
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704031 Alcorcón sección 04031;Renta neta media por persona;2023;16.286
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704032 Alcorcón sección 04032;Renta neta media por persona;2023;18.951
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704033 Alcorcón sección 04033;Renta neta media por persona;2023;19.310
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704034 Alcorcón sección 04034;Renta neta media por persona;2023;17.004
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704035 Alcorcón sección 04035;Renta neta media por persona;2023;15.773
28007 Alcorcón;2800704 Alcorcón distrito 04;2800704036 Alcorcón sección 04036;Renta neta media por persona;2023;17.768
28008 Aldea del Fresno;2800801 Aldea del Fresno distrito 01;2800801001 Aldea del Fresno sección 01001;Renta neta media por persona;2023;12.649
28009 Algete;2800901 Algete distrito 01;2800901001 Algete sección 01001;Renta neta media por persona;2023;30.421
28009 Algete;2800901 Algete distrito 01;2800901002 Algete sección 01002;Renta neta media por persona;2023;14.147
28009 Algete;2800901 Algete distrito 01;2800901003 Algete sección 01003;Renta neta media por persona;2023;13.346
28009 Algete;2800901 Algete distrito 01;2800901004 Algete sección 01004;Renta neta media por persona;2023;13.576
28009 Algete;2800901 Algete distrito 01;2800901005 Algete sección 01005;Renta neta media por persona;2023;16.133
